Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Transaction_Count_per_Contact,Loyal_Customer,Creditworthiness,Cr_Util_Rate
0,4,0,0,1,1,1,0,3,3,2,2,2416.0,1499,917.0,0.905,2372,53,0.514,0.62,17.666666666666668,1,8.278145695364238,0.6204470198675497
0,3,0,0,1,1,2,0,2,3,2,4,2458.0,1880,578.0,0.759,1238,30,0.579,0.765,15.0,1,20.34174125305126,0.7648494711147275
0,0,1,0,1,0,1,0,2,6,1,2,1677.0,1598,79.0,0.994,2389,43,0.536,0.953,21.5,1,11.926058437686345,0.9528920691711389
0,2,0,2,1,1,3,0,2,4,1,4,11819.0,929,10890.0,0.773,2431,46,0.484,0.079,23.0,1,5.922666892292072,0.07860225061341906
0,1,0,4,0,1,4,2,2,5,1,2,34516.0,1797,32719.0,1.314,1534,30,0.875,0.052,15.0,1,2.897207092362962,0.05206281144976243
0,0,0,0,1,1,2,0,2,3,3,4,1459.0,590,869.0,1.164,2229,52,1.08,0.404,26.0,1,34.27004797806717,0.4043865661411926
0,0,0,0,0,1,2,0,0,4,1,4,1458.0,671,787.0,1.583,2449,56,0.931,0.46,0.0,0,34.29355281207133,0.46021947873799723
0,1,0,2,0,1,2,0,1,3,2,2,1438.3,0,1438.3,0.846,1999,39,0.56,0.0,39.0,0,34.7632621845234,0.0
1,1,0,2,1,1,2,0,0,3,1,3,7758.0,1408,6350.0,0.365,569,23,0.643,0.181,0.0,0,6.444960041247744,0.18149007476153647
0,1,1,2,1,1,1,1,1,4,2,2,10836.0,1932,8904.0,0.563,1293,31,0.824,0.178,31.0,0,1.8456995201181248,0.17829457364341086
0,2,0,3,1,0,3,0,2,5,3,3,5062.0,1996,3066.0,0.591,1314,40,0.429,0.394,20.0,1,13.828526274199922,0.39431054919004344
0,1,1,3,0,1,2,0,1,6,2,2,3399.0,2173,1226.0,0.795,1571,34,1.0,0.639,34.0,0,14.710208884966166,0.6393056781406296
0,0,0,0,0,0,2,0,2,5,2,2,2212.0,1670,542.0,0.777,2520,51,0.545,0.755,25.5,1,22.60397830018083,0.7549728752260397
0,1,1,2,1,0,2,0,2,6,1,4,3186.0,2470,716.0,0.58,1531,37,0.233,0.775,18.5,1,15.693659761456372,0.7752667922159447
0,2,1,1,1,0,1,0,1,3,1,3,5927.0,2320,3607.0,0.544,1558,46,0.643,0.391,46.0,0,3.3743883921039313,0.391429053484056
0,2,0,2,1,0,3,0,1,4,1,4,5176.0,0,5176.0,0.838,1902,56,0.931,0.0,56.0,0,13.523956723338486,0.0
0,2,0,2,1,1,4,0,2,3,1,3,3126.0,0,3126.0,0.824,1388,41,0.464,0.0,20.5,1,31.98976327575176,0.0
0,0,0,3,1,2,4,0,0,6,4,2,4670.0,0,4670.0,0.883,2256,56,0.6,0.0,0.0,0,21.41327623126338,0.0
0,2,1,2,0,1,2,0,2,4,3,3,2162.0,1592,570.0,0.547,1736,42,0.615,0.736,21.0,1,23.12673450508788,0.7363552266419982
0,2,0,3,0,1,4,0,2,4,1,2,10155.0,1805,8350.0,0.673,1685,49,0.815,0.178,24.5,1,9.847365829640571,0.1777449532250123
0,2,0,4,0,1,4,0,3,4,2,3,15242.0,1170,14072.0,0.496,1876,57,0.5,0.077,19.0,1,6.5608187901850155,0.07676157984516467
0,2,0,3,2,2,5,0,2,4,3,2,34516.0,2517,31999.0,0.697,1699,48,0.846,0.073,24.0,1,3.7663692200718506,0.07292270251477576
0,0,1,2,1,0,1,0,0,5,1,2,1438.3,1228,210.3,1.132,2580,67,0.971,0.854,0.0,0,13.905304873809358,0.8537857192518946
0,1,0,4,0,0,4,2,2,6,1,3,34516.0,1140,33376.0,0.815,1445,45,0.957,0.033,22.5,1,2.897207092362962,0.03302816085293777
0,1,0,4,0,0,4,0,1,4,1,3,16043.0,2036,14007.0,0.7,1394,28,0.75,0.127,28.0,0,6.233248145608677,0.12690893224459265
1,2,1,2,1,0,1,0,2,6,3,2,3181.0,2517,664.0,0.595,818,16,0.455,0.791,8.0,1,6.287331027978623,0.7912606098711097
0,3,0,3,1,1,5,0,3,3,1,2,27088.0,0,27088.0,0.581,1135,24,0.846,0.0,8.0,1,4.799173065564087,0.0
0,3,1,0,1,1,1,0,2,5,3,4,5688.0,914,4774.0,1.099,1824,53,1.038,0.161,26.5,1,3.5161744022503516,0.16068917018284107
0,2,0,4,0,1,3,0,2,5,2,3,10462.0,1824,8638.0,0.736,1267,31,0.55,0.174,15.5,1,6.6908812846492065,0.1743452494742879
1,3,1,1,0,1,2,0,3,2,1,1,5249.0,0,5249.0,0.758,1315,31,0.722,0.0,10.333333333333334,1,9.525623928367308,0.0
0,1,0,0,1,2,1,0,2,3,3,2,5155.0,684,4471.0,0.588,1555,37,0.48,0.133,18.5,1,3.8797284190106693,0.1326867119301649
0,0,0,1,0,1,5,0,0,6,1,3,10705.0,1352,9353.0,1.171,2434,58,0.812,0.126,0.0,0,12.143858010275572,0.12629612330686596
0,2,0,3,0,0,4,0,3,3,1,2,16494.0,1348,15146.0,0.759,1302,36,0.385,0.082,12.0,1,6.062810719049351,0.08172668849278525
0,1,1,1,1,1,2,0,1,5,3,4,6469.0,2351,4118.0,1.018,1717,50,0.667,0.363,50.0,0,7.72916988715412,0.3634255680939867
0,0,0,0,1,1,3,0,0,3,3,2,5146.0,1773,3373.0,0.879,1509,45,0.667,0.345,0.0,0,13.60279828993393,0.34453944811504084
0,3,0,0,0,1,4,0,3,4,1,3,2800.0,2448,352.0,0.549,1433,40,0.481,0.874,13.333333333333334,1,35.714285714285715,0.8742857142857143
0,2,0,5,1,0,3,0,2,6,1,2,5159.0,1532,3627.0,0.787,1826,37,0.609,0.297,18.5,1,13.568521031207599,0.2969567745687149
0,3,0,1,2,1,3,0,3,5,2,4,5248.0,1816,3432.0,0.696,2305,45,0.731,0.346,15.0,1,13.338414634146341,0.34603658536585363
0,2,1,3,1,1,1,0,3,5,3,2,5881.0,2005,3876.0,0.659,1931,56,0.806,0.341,18.666666666666668,1,3.4007821799013773,0.34092841353511305
0,1,1,3,1,2,1,0,2,6,3,3,1467.0,896,571.0,0.692,1731,54,0.5,0.611,27.0,1,13.6332651670075,0.610770279481936
0,3,1,1,0,1,2,0,3,6,2,2,4999.0,2299,2700.0,0.716,1601,48,0.5,0.46,16.0,1,10.002000400080016,0.45989197839567914
0,2,1,3,0,1,2,0,2,5,2,2,4668.0,0,4668.0,0.89,1612,47,1.474,0.0,23.5,1,10.711225364181663,0.0
0,1,1,2,1,1,1,0,2,4,3,4,1438.3,0,1438.3,0.7,1338,28,0.867,0.0,14.0,1,13.905304873809358,0.0
0,1,1,1,0,0,1,0,1,6,3,4,8638.0,0,8638.0,0.489,1295,29,0.381,0.0,29.0,0,2.31535077564251,0.0
0,2,0,1,0,1,5,0,2,5,1,3,9343.0,1286,8057.0,0.712,1385,31,0.722,0.138,15.5,1,13.914160333939847,0.13764315530343574
0,1,0,2,1,1,2,0,0,3,1,3,2256.0,775,1481.0,0.879,1749,33,0.435,0.344,0.0,0,22.163120567375888,0.34352836879432624
0,0,0,0,1,0,3,0,0,5,1,2,8267.0,1720,6547.0,0.633,1917,37,0.48,0.208,0.0,0,8.467400508044031,0.2080561267690819
0,0,0,2,0,0,2,0,0,6,3,4,2235.0,1638,597.0,0.912,2905,56,0.806,0.733,0.0,0,22.371364653243848,0.7328859060402685
0,1,0,1,0,1,2,0,0,5,3,2,3735.0,2027,1708.0,0.79,1672,48,0.655,0.543,0.0,0,13.386880856760374,0.5427041499330656
1,2,0,2,1,1,4,0,2,2,2,3,2111.0,0,2111.0,0.531,773,17,0.133,0.0,8.5,1,47.37091425864519,0.0
0,3,0,2,1,0,4,0,2,5,2,2,10604.0,1988,8616.0,0.644,1578,30,0.579,0.187,15.0,1,9.43040362127499,0.1874764239909468
0,2,0,2,1,1,4,0,2,5,3,2,21782.0,1006,20776.0,0.654,1537,35,0.591,0.046,17.5,1,4.5909466531998895,0.04618492333119089
0,2,1,1,0,1,1,0,2,6,3,3,2133.0,1469,664.0,0.831,1426,37,0.682,0.689,18.5,1,9.376465072667605,0.6887013595874355
0,3,1,1,2,0,2,1,3,5,2,4,16677.0,1590,15087.0,0.885,1410,37,0.609,0.095,12.333333333333334,1,2.998141152485459,0.0953408886490376
0,1,1,2,1,1,1,0,2,6,3,4,2717.0,1591,1126.0,1.596,2064,33,1.062,0.586,16.5,1,7.36105999263894,0.5855723224144277
0,3,0,1,1,0,1,0,3,5,3,3,3980.0,930,3050.0,0.72,4449,82,0.608,0.234,27.333333333333332,1,5.025125628140704,0.23366834170854273
1,3,0,3,1,0,3,0,2,3,2,2,8411.0,979,7432.0,1.029,990,22,0.375,0.116,11.0,1,8.322434906669837,0.11639519676613957
0,1,1,3,1,1,1,0,2,3,2,4,2227.0,1394,833.0,1.481,1972,41,0.864,0.626,20.5,1,8.98069151324652,0.6259541984732825
0,1,0,3,1,0,4,1,1,5,3,2,34516.0,1872,32644.0,1.068,2227,61,1.103,0.054,61.0,0,2.897207092362962,0.05423571676903465
0,1,1,4,1,1,1,0,2,4,3,3,1860.0,0,1860.0,0.992,1731,29,0.611,0.0,14.5,1,10.75268817204301,0.0
0,2,0,3,1,1,3,0,1,5,1,3,2829.0,2342,487.0,0.991,1561,41,1.05,0.828,41.0,0,24.743725698126546,0.8278543655001768
0,1,1,1,1,0,1,0,2,3,2,3,3764.0,0,3764.0,0.583,1572,57,0.357,0.0,28.5,1,5.313496280552604,0.0
0,1,0,3,1,0,2,0,0,6,2,2,4559.0,1664,2895.0,0.871,1652,37,0.609,0.365,0.0,0,10.967317394165388,0.36499232287782407
0,1,1,2,1,1,1,0,0,5,3,4,4701.0,1492,3209.0,0.805,1679,32,0.455,0.317,0.0,0,4.254413954477771,0.31737928100404167
0,0,0,2,1,1,4,0,0,4,2,4,1631.0,0,1631.0,1.893,2962,57,1.111,0.0,0.0,0,61.31207847946045,0.0
0,1,1,2,1,1,2,0,2,4,3,4,8096.0,1474,6622.0,0.789,1794,41,0.783,0.182,20.5,1,6.175889328063241,0.18206521739130435
0,1,1,2,1,0,1,0,1,5,1,2,2304.0,1589,715.0,0.872,1273,36,0.895,0.69,36.0,0,8.680555555555555,0.6896701388888888
0,2,1,2,0,1,2,0,2,3,3,2,5210.0,0,5210.0,0.531,1309,45,0.607,0.0,22.5,1,9.596928982725528,0.0
0,1,0,4,1,1,2,0,2,5,2,3,5452.0,2091,3361.0,0.813,1347,30,0.5,0.384,15.0,1,9.17094644167278,0.3835289801907557
0,1,0,1,1,1,3,0,1,6,3,3,7475.0,1473,6002.0,0.775,1592,30,0.429,0.197,30.0,0,9.364548494983278,0.19705685618729096
0,3,0,1,0,1,2,0,3,5,3,3,2359.0,1242,1117.0,1.043,2021,50,0.613,0.526,16.666666666666668,1,21.1954217888936,0.526494277236117
0,0,0,0,1,0,4,0,0,5,2,2,4237.0,1676,2561.0,0.786,2465,88,0.725,0.396,0.0,0,23.601604909133822,0.39556289827708285
0,1,0,3,1,1,4,0,1,6,6,4,18582.0,794,17788.0,0.717,1836,46,0.586,0.043,46.0,0,5.381552039608223,0.04272952319448929
0,2,1,3,0,1,1,0,2,3,2,4,7202.0,974,6228.0,0.517,1397,33,0.5,0.135,16.5,1,2.77700638711469,0.13524021105248543
0,3,1,1,0,1,2,0,3,4,2,4,1438.3,0,1438.3,0.693,1417,35,0.591,0.0,11.666666666666666,1,34.7632621845234,0.0
0,2,1,4,1,0,2,0,1,3,1,2,11221.0,1279,9942.0,1.116,1564,45,1.647,0.114,45.0,0,4.455930843953301,0.11398271098832546
0,0,0,1,1,0,2,0,1,6,3,4,18889.0,1880,17009.0,0.702,2979,55,0.774,0.1,55.0,0,2.647043252686749,0.09952882630102176
0,2,0,1,1,1,4,0,3,4,3,3,2066.0,1601,465.0,0.742,1578,41,0.414,0.775,13.666666666666666,1,48.4027105517909,0.7749273959341723
0,1,0,2,0,2,4,0,1,6,2,4,34516.0,1075,33441.0,0.727,3015,65,0.477,0.031,65.0,0,2.897207092362962,0.031144976242901842
0,1,0,5,1,0,3,0,1,6,1,2,2742.0,1416,1326.0,0.761,1539,38,1.111,0.516,38.0,0,25.52881108679796,0.5164113785557987
0,2,0,1,0,1,3,0,2,4,1,4,20050.0,1225,18825.0,0.907,1306,26,0.238,0.061,13.0,1,3.491271820448878,0.06109725685785536
0,0,1,4,0,0,1,0,1,4,1,3,3046.0,2279,767.0,0.611,2330,69,0.643,0.748,69.0,0,6.5659881812212735,0.7481943532501641
0,0,1,1,0,0,1,0,0,6,3,4,6193.0,695,5498.0,0.632,2456,69,0.725,0.112,0.0,0,3.2294526077829806,0.11222347812045859
0,1,0,2,1,1,4,0,1,5,3,3,5634.0,1996,3638.0,1.589,2366,49,0.69,0.354,49.0,0,17.74937877174299,0.3542776002839901
0,4,0,1,1,1,1,0,3,6,2,4,4507.0,1574,2933.0,0.744,1793,38,0.652,0.349,12.666666666666666,1,4.4375416019525185,0.3492345240736632
0,1,0,3,0,0,2,0,1,5,2,3,3040.0,2517,523.0,0.493,1598,31,0.476,0.828,31.0,0,16.44736842105263,0.8279605263157894
0,2,0,0,1,1,5,0,1,4,3,3,21006.0,1905,19101.0,0.701,1856,57,0.781,0.091,57.0,0,6.188707988193849,0.09068837475007141
0,2,1,3,1,0,1,0,2,3,3,4,7326.0,1710,5616.0,1.171,1852,62,1.0,0.233,31.0,1,2.73000273000273,0.2334152334152334
1,1,1,3,0,0,1,0,2,6,1,3,3651.0,0,3651.0,0.977,862,19,1.111,0.0,9.5,1,5.477951246233909,0.0
0,3,1,1,1,1,1,0,3,4,1,3,3416.0,2468,948.0,0.598,1536,42,0.556,0.722,14.0,1,5.85480093676815,0.7224824355971897
1,2,1,3,0,1,2,0,2,3,3,2,3664.0,0,3664.0,0.839,1168,31,0.409,0.0,15.5,1,13.646288209606986,0.0
0,2,0,3,1,1,3,0,2,6,1,3,6085.0,930,5155.0,1.307,3154,59,0.967,0.153,29.5,1,11.503697617091207,0.15283483976992604
0,2,0,2,0,1,3,0,2,5,3,2,22332.0,1748,20584.0,0.841,1318,28,0.647,0.078,14.0,1,3.1345154934622963,0.07827332975102991
0,0,1,0,1,0,1,0,0,4,2,4,2063.0,1390,673.0,0.877,2602,42,0.556,0.674,0.0,0,9.694619486185168,0.6737760542898691
0,1,1,2,1,1,1,0,1,5,3,3,4429.0,0,4429.0,1.065,1970,40,0.818,0.0,40.0,0,4.515692029803567,0.0
0,1,0,3,1,1,3,0,1,6,3,2,3991.0,1982,2009.0,0.748,1661,35,0.944,0.497,35.0,0,17.539463793535454,0.49661738912553244
0,2,1,3,2,0,1,0,2,5,1,4,2201.0,651,1550.0,0.825,3165,65,0.585,0.296,32.5,1,9.086778736937756,0.29577464788732394
0,2,0,4,1,0,4,0,2,4,3,2,2852.0,736,2116.0,0.386,1382,40,0.29,0.258,20.0,1,35.06311360448808,0.25806451612903225
0,2,1,2,0,1,1,0,2,6,3,3,9723.0,2459,7264.0,0.444,1258,24,1.0,0.253,12.0,1,2.056978298878947,0.2529054818471665
0,1,0,4,0,1,2,0,1,6,2,3,5325.0,1318,4007.0,1.045,1814,43,0.593,0.248,43.0,0,9.389671361502348,0.24751173708920188
0,4,1,0,1,1,2,0,3,3,2,4,7427.0,1303,6124.0,0.61,1596,42,0.909,0.175,14.0,1,6.732193348592972,0.17544095866433285
0,2,0,2,1,1,3,0,2,6,3,3,5619.0,1310,4309.0,1.276,1816,30,1.143,0.233,15.0,1,12.457732692649937,0.23313756896244883
0,2,1,2,0,1,1,0,2,3,1,3,5413.0,1836,3577.0,0.766,1164,43,0.593,0.339,21.5,1,3.694808793644929,0.3391834472566045
0,3,1,0,1,1,2,0,2,3,1,3,7646.0,1010,6636.0,0.421,1667,47,0.469,0.132,23.5,1,6.539366989275438,0.13209521318336384
0,1,1,3,1,2,2,0,1,3,3,2,2420.0,1422,998.0,0.731,1362,24,0.714,0.588,24.0,0,20.66115702479339,0.587603305785124
0,2,0,0,0,1,4,0,1,3,4,2,4252.0,0,4252.0,0.478,1598,45,0.324,0.0,45.0,0,23.51834430856068,0.0
0,2,1,3,1,1,1,0,3,5,2,4,2031.0,1069,962.0,0.87,1943,47,0.621,0.526,15.666666666666666,1,9.847365829640571,0.5263417035942886
0,1,1,4,1,1,2,0,1,4,1,2,6861.0,1598,5263.0,2.103,2228,39,0.95,0.233,39.0,0,7.287567409998543,0.2329106544235534
0,1,0,1,0,1,4,0,1,4,2,4,3327.0,0,3327.0,1.089,1665,36,0.636,0.0,36.0,0,30.057108506161708,0.0
0,2,0,1,1,1,2,0,2,5,1,3,2885.0,1433,1452.0,1.017,1170,23,0.769,0.497,11.5,1,17.33102253032929,0.49670710571923743
0,2,0,2,0,1,5,0,2,4,3,3,7272.0,2037,5235.0,0.795,2333,56,0.697,0.28,28.0,1,17.876787678767876,0.2801155115511551
0,0,0,1,1,2,4,0,2,5,3,4,34516.0,0,34516.0,0.845,2305,60,0.714,0.0,30.0,1,2.897207092362962,0.0
0,3,1,3,0,1,1,0,3,5,3,3,2515.0,1922,593.0,1.181,2231,58,0.611,0.764,19.333333333333332,1,7.952286282306163,0.7642147117296223
0,4,1,0,0,1,1,0,2,3,2,2,2798.0,1806,992.0,0.765,1543,35,0.591,0.645,17.5,1,7.147962830593281,0.6454610436025733
0,3,0,2,0,0,4,0,3,5,2,4,34516.0,2099,32417.0,0.629,1233,26,0.857,0.061,8.666666666666666,1,2.897207092362962,0.06081237686869857
0,4,1,0,1,1,1,0,3,6,1,2,1438.3,680,758.3,0.512,2283,55,0.571,0.473,18.333333333333332,1,13.905304873809358,0.4727803657095182
0,4,0,0,0,0,1,1,3,4,2,4,12609.0,2517,10092.0,0.833,2121,49,0.531,0.2,16.333333333333332,1,1.5861686097232135,0.19961931953366643
0,3,0,2,1,1,4,0,3,4,2,4,19159.0,2108,17051.0,0.69,1813,52,0.576,0.11,17.333333333333332,1,5.2194790959862205,0.11002661934338953
0,2,0,1,1,1,4,0,2,4,1,4,9642.0,2517,7125.0,0.614,1401,35,0.458,0.261,17.5,1,10.371292263015972,0.261045426260112
0,1,0,4,0,0,5,0,2,5,3,3,8396.0,1672,6724.0,0.602,1475,35,0.75,0.199,17.5,1,15.483563601715103,0.1991424487851358
0,3,0,1,0,1,4,0,3,5,3,2,6978.0,1148,5830.0,1.645,1362,26,1.0,0.165,8.666666666666666,1,14.330753797649756,0.1645170535970192
0,2,1,1,1,1,2,0,3,3,3,4,2459.0,1733,726.0,1.216,2309,62,0.632,0.705,20.666666666666668,1,20.3334688897926,0.7047580317202115
0,0,1,1,0,0,1,1,0,5,2,2,12956.0,0,12956.0,1.053,2492,56,0.931,0.0,0.0,0,1.5436863229391788,0.0
0,2,1,5,1,1,1,0,2,3,3,4,7128.0,1560,5568.0,0.573,1468,44,0.76,0.219,22.0,1,2.8058361391694726,0.21885521885521886
0,2,0,1,1,0,4,0,2,6,2,2,18749.0,1314,17435.0,0.711,1381,33,0.435,0.07,16.5,1,5.333617792948957,0.0700837377993493
0,1,1,3,1,1,1,0,0,6,3,2,2193.0,1260,933.0,0.886,1799,47,0.567,0.575,0.0,0,9.119927040583676,0.5745554035567716
0,3,0,3,2,1,4,0,3,3,2,3,4522.0,1861,2661.0,0.957,1806,38,0.727,0.412,12.666666666666666,1,22.114108801415302,0.4115435647943388
0,1,0,4,0,1,2,0,1,3,1,4,2157.0,574,1583.0,0.825,1663,33,0.32,0.266,33.0,0,23.180343069077423,0.2661103384330088
0,1,0,3,0,1,4,0,0,3,1,2,11927.0,675,11252.0,0.574,1986,36,0.636,0.057,0.0,0,8.384338056510439,0.05659428188144546
0,3,1,2,1,1,2,0,3,6,1,4,11341.0,0,11341.0,0.412,1731,46,0.586,0.0,15.333333333333334,1,4.408782294330306,0.0
0,3,1,4,2,1,2,0,3,4,3,3,7345.0,1814,5531.0,0.472,1390,30,0.25,0.247,10.0,1,6.807351940095303,0.2469707283866576
0,3,0,2,2,1,3,0,3,3,3,4,6036.0,1409,4627.0,0.56,1741,45,0.364,0.233,15.0,1,11.597084161696488,0.23343273691186217
0,1,1,2,0,0,1,0,1,6,1,3,2096.0,1567,529.0,0.778,1559,49,1.042,0.748,49.0,0,9.541984732824428,0.7476145038167938
0,2,1,3,1,1,1,0,3,4,1,3,1906.0,1271,635.0,0.574,1343,37,0.682,0.667,12.333333333333334,1,10.49317943336831,0.6668415529905561
0,2,0,2,1,1,4,0,1,5,2,4,5039.0,0,5039.0,0.757,1390,23,0.769,0.0,23.0,0,19.845207382417147,0.0
1,2,0,1,1,1,4,0,2,2,1,2,6214.0,1147,5067.0,0.861,938,35,0.75,0.185,17.5,1,16.0926939169617,0.1845831992275507
0,0,1,1,1,1,1,0,0,3,1,3,1512.0,810,702.0,1.294,2558,44,0.571,0.536,0.0,0,13.227513227513228,0.5357142857142857
0,2,0,2,0,1,4,1,2,4,3,4,34516.0,733,33783.0,1.229,3018,60,0.538,0.021,30.0,1,2.897207092362962,0.021236527987020512
0,3,1,1,1,1,1,0,3,4,3,3,3346.0,922,2424.0,0.913,1276,21,0.75,0.276,7.0,1,5.977286312014345,0.2755528989838613
1,2,0,3,1,0,5,0,3,3,2,3,34516.0,0,34516.0,1.203,2115,24,0.263,0.0,8.0,1,3.7663692200718506,0.0
0,1,1,2,0,1,1,0,1,5,2,4,6660.0,1362,5298.0,1.36,2660,51,0.759,0.205,51.0,0,3.003003003003003,0.2045045045045045
0,0,1,1,1,1,1,0,0,5,2,3,2234.0,1865,369.0,0.732,2115,59,0.439,0.835,0.0,0,8.952551477170994,0.8348254252461952
0,1,1,4,0,1,1,0,1,5,4,2,9671.0,704,8967.0,0.699,2955,66,0.941,0.073,66.0,0,2.0680384655154587,0.07279495398614415
0,2,1,1,1,0,2,0,3,5,3,2,6605.0,1479,5126.0,0.739,2017,47,0.679,0.224,15.666666666666666,1,7.57002271006813,0.2239212717638153
0,1,0,2,0,2,4,0,1,4,3,2,3083.0,1898,1185.0,1.042,1448,30,2.0,0.616,30.0,0,32.43593902043464,0.6156341226078494
1,2,1,2,1,0,1,0,1,5,1,2,5456.0,951,4505.0,0.737,1096,27,0.588,0.174,27.0,0,3.665689149560117,0.1743035190615836
0,1,1,4,1,0,2,0,0,4,1,2,4394.0,0,4394.0,0.889,1538,43,0.536,0.0,0.0,0,11.37915339098771,0.0
0,3,1,1,1,1,2,0,2,5,1,4,4088.0,1557,2531.0,1.248,2250,39,0.857,0.381,19.5,1,12.230919765166341,0.38087084148727984
0,0,1,0,1,0,2,0,2,5,3,3,3930.0,0,3930.0,0.758,2067,42,0.355,0.0,21.0,1,12.72264631043257,0.0
0,3,0,1,0,1,3,0,3,3,2,4,4188.0,1147,3041.0,1.042,1276,25,1.083,0.274,8.333333333333334,1,16.71442215854823,0.2738777459407832
0,0,0,1,1,1,3,0,0,3,3,0,3637.0,1998,1639.0,1.412,2161,56,0.931,0.549,0.0,0,19.2466318394281,0.5493538630739621
0,1,0,3,0,0,4,0,1,4,2,2,11521.0,1147,10374.0,1.023,2260,68,1.125,0.1,68.0,0,8.679802100512108,0.09955733009287389
0,1,0,3,0,1,3,0,1,6,2,2,2253.0,1667,586.0,0.884,1641,45,0.667,0.74,45.0,0,31.069684864624943,0.7399023524189969
0,0,1,1,1,0,2,0,0,6,2,4,2339.0,2080,259.0,1.067,2294,45,0.452,0.889,0.0,0,21.376656690893544,0.8892689183411714
0,1,0,4,0,0,4,0,2,6,1,2,30503.0,2517,27986.0,0.462,1860,47,0.306,0.083,23.5,1,3.2783660623545225,0.08251647378946333
0,2,0,2,1,2,3,0,2,5,3,2,4596.0,0,4596.0,0.93,2872,62,0.722,0.0,31.0,1,15.230635335073977,0.0
1,2,0,2,0,1,4,0,2,1,3,3,5701.0,2517,3184.0,0.716,961,32,0.524,0.442,16.0,1,17.540782318891424,0.4415014909664971
0,1,1,3,1,1,1,0,1,5,6,3,3221.0,0,3221.0,0.678,1765,40,0.6,0.0,40.0,0,6.209251785159888,0.0
0,1,1,3,0,1,1,0,1,5,3,3,3022.0,1142,1880.0,0.403,1184,21,0.615,0.378,21.0,0,6.618133686300463,0.37789543348775645
0,0,1,0,0,2,1,0,2,5,2,4,2699.0,1609,1090.0,0.893,2141,56,0.806,0.596,28.0,1,7.410151908114116,0.5961467210077807
0,3,1,1,0,1,1,0,2,3,3,3,2210.0,1624,586.0,0.627,1287,37,0.48,0.735,18.5,1,9.049773755656108,0.7348416289592761
0,3,0,2,1,1,3,0,3,5,3,4,1438.3,0,1438.3,0.77,1446,38,0.81,0.0,12.666666666666666,1,48.668567058332755,0.0
0,1,0,2,1,1,1,0,2,3,3,4,2041.0,1687,354.0,0.677,1555,45,0.552,0.827,22.5,1,9.799118079372857,0.8265556099951005
0,1,0,1,0,1,5,0,1,4,2,2,3250.0,1698,1552.0,0.767,2006,58,0.568,0.522,58.0,0,40.0,0.5224615384615384
0,0,1,0,1,0,2,0,0,6,3,4,1643.0,1101,542.0,0.713,2152,50,0.471,0.67,0.0,0,30.432136335970785,0.6701156421180767
0,0,1,1,1,0,2,1,2,4,3,2,34516.0,0,34516.0,0.791,2183,60,1.069,0.0,30.0,1,1.448603546181481,0.0
1,2,1,3,0,0,2,0,1,4,3,3,29543.0,1164,28379.0,0.717,1015,27,0.35,0.039,27.0,0,1.6924482957045661,0.0394001963240023
0,1,0,2,1,1,5,0,1,6,3,2,3158.0,0,3158.0,1.209,2973,63,0.969,0.0,63.0,0,41.16529449018366,0.0
0,1,0,1,1,1,4,0,2,6,2,3,2899.0,1999,900.0,0.832,1687,35,0.591,0.69,17.5,1,34.494653328734046,0.6895481200413935
0,2,1,4,1,1,1,0,2,4,1,3,2972.0,2160,812.0,0.956,2552,62,0.676,0.727,31.0,1,6.7294751009421265,0.7267833109017496
0,1,1,3,0,1,1,0,0,6,2,2,5645.0,0,5645.0,1.05,1527,32,0.455,0.0,0.0,0,3.5429583702391496,0.0
0,1,0,2,1,1,1,0,2,6,3,2,2463.0,1751,712.0,0.854,2171,58,0.758,0.711,29.0,1,8.120178643930167,0.7109216402760861
0,2,1,2,1,1,1,0,2,5,3,4,1438.3,0,1438.3,0.8,1501,40,0.739,0.0,20.0,1,13.905304873809358,0.0
0,3,0,1,1,2,4,0,2,3,3,3,34516.0,1477,33039.0,1.234,2395,50,0.724,0.043,25.0,1,2.897207092362962,0.04279174875420095
0,3,1,3,0,1,1,0,3,6,2,2,2897.0,1601,1296.0,0.878,1337,25,0.471,0.553,8.333333333333334,1,6.903693476009665,0.5526406627545737
0,0,1,0,0,0,1,0,2,4,2,0,5391.0,0,5391.0,1.075,1971,56,0.6,0.0,28.0,1,3.7098868484511223,0.0
0,3,1,0,1,0,2,0,2,5,2,4,2870.0,2284,586.0,0.661,3946,74,0.574,0.796,37.0,1,17.421602787456447,0.7958188153310104
0,0,0,3,0,1,5,0,0,3,2,4,23959.0,2517,21442.0,0.926,1870,45,0.667,0.105,0.0,0,5.425935973955507,0.10505446804958471
0,0,0,3,0,1,3,0,0,5,2,2,14918.0,2028,12890.0,1.342,2171,35,1.059,0.136,0.0,0,4.692318005094517,0.135943155919024
0,1,1,2,0,0,1,0,1,3,3,2,3590.0,1924,1666.0,0.573,1472,37,0.762,0.536,37.0,0,5.571030640668524,0.5359331476323119
