,client_id,activity,frequency,monetary,activity_score,monetary_score,frequency_score,AFM_score,segment
1459,712281183,10,2,1425,4,1,2,24,at risk
1460,717670758,10,3,2523,4,2,3,34,loyal_customers
1461,720666333,9,2,1897,3,1,2,23,at risk
1462,771556308,9,4,2255,3,2,5,53,potential_loyalists
1463,708931908,10,3,1568,4,1,3,34,loyal_customers
1464,718894233,10,4,2116,4,2,5,54,champions
1465,771544533,11,4,1015,4,1,5,54,champions
1466,708927108,9,2,1133,3,1,2,23,at risk
1467,717831783,9,4,1371,3,1,5,53,potential_loyalists
1468,709288383,11,3,2337,4,2,3,34,loyal_customers
1469,710813733,9,4,1546,3,1,5,53,potential_loyalists
1470,721084833,12,2,1682,5,1,2,25,cant_loose
1471,711258108,9,2,1419,3,1,2,23,at risk
1472,710149008,9,4,2139,3,2,5,53,potential_loyalists
1473,711902058,9,2,2492,3,2,2,23,at risk
1474,716757033,11,4,3045,4,2,5,54,champions
1475,712688433,10,3,2406,4,2,3,34,loyal_customers
1476,713203908,11,3,1833,4,1,3,34,loyal_customers
1477,711772008,10,1,1483,4,1,1,14,at risk
1478,708799983,9,4,1698,3,1,5,53,potential_loyalists
1479,778882758,7,4,1935,2,2,5,52,potential_loyalists
1480,709157133,11,3,1514,4,1,3,34,loyal_customers
1481,741344808,10,4,2905,4,2,5,54,champions
1482,739692933,10,4,1638,4,1,5,54,champions
1483,766429908,11,2,1640,4,1,2,24,at risk
1484,802087683,10,3,2456,4,2,3,34,loyal_customers
1485,712491108,9,4,2601,3,2,5,53,potential_loyalists
1486,714767508,9,2,2279,3,2,2,23,at risk
1487,720376008,10,4,2043,4,2,5,54,champions
1488,779126658,11,2,2312,4,2,2,24,at risk
1489,793222008,10,3,2056,4,2,3,34,loyal_customers
1490,720812433,11,2,1693,4,1,2,24,at risk
1491,717623583,10,4,2668,4,2,5,54,champions
1492,708878508,11,3,1732,4,1,3,34,loyal_customers
1493,710043408,11,4,1916,4,2,5,54,champions
1494,789079758,10,3,1531,4,1,3,34,loyal_customers
1495,721311333,11,4,2413,4,2,5,54,champions
1496,710749458,11,3,1523,4,1,3,34,loyal_customers
1497,778275783,11,2,2909,4,2,2,24,at risk
1498,799498158,11,3,1642,4,1,3,34,loyal_customers
1499,716334258,11,2,1834,4,1,2,24,at risk
1500,716075208,10,4,1874,4,1,5,54,champions
1501,780276258,10,3,1452,4,1,3,34,loyal_customers
1502,789282333,9,3,1355,3,1,3,33,need_attention
1503,811571733,10,2,2625,4,2,2,24,at risk
1504,709429533,9,4,2047,3,2,5,53,potential_loyalists
1505,715247508,10,2,1712,4,1,2,24,at risk
1506,718784358,9,2,1969,3,2,2,23,at risk
1507,751450008,10,4,1720,4,1,5,54,champions
1508,719227233,9,3,1954,3,2,3,33,need_attention
1509,711050058,10,4,1644,4,1,5,54,champions
1510,779040408,11,2,1478,4,1,2,24,at risk
1511,714024858,11,2,1739,4,1,2,24,at risk
1512,789849108,11,2,2290,4,2,2,24,at risk
1513,710391258,10,4,2147,4,2,5,54,champions
1514,718830183,10,4,1339,4,1,5,54,champions
1515,779696883,10,4,1825,4,1,5,54,champions
1516,719249733,10,2,1676,4,1,2,24,at risk
1517,737971833,9,3,2503,3,2,3,33,need_attention
1518,772468983,8,2,1946,3,2,2,23,at risk
1519,710990283,11,2,1839,4,1,2,24,at risk
1520,808750458,9,3,2192,3,2,3,33,need_attention
1521,719692983,9,4,2747,3,2,5,53,potential_loyalists
1522,719125158,10,2,2685,4,2,2,24,at risk
1523,787509408,9,2,2595,3,2,2,23,at risk
1524,719206308,10,2,1657,4,1,2,24,at risk
1525,717141858,11,2,3151,4,2,2,24,at risk
1526,713172408,10,4,1440,4,1,5,54,champions
1527,720314583,11,2,1273,4,1,2,24,at risk
1528,708347583,11,4,1804,4,1,5,54,champions
1529,711006783,9,3,1200,3,1,3,33,need_attention
1530,718274283,11,3,2469,4,2,3,34,loyal_customers
1531,803977008,10,4,1715,4,1,5,54,champions
1532,715216908,9,4,1486,3,1,5,53,potential_loyalists
1533,779611008,9,4,1885,3,1,5,53,potential_loyalists
1534,811467708,10,2,2390,4,2,2,24,at risk
1535,812597508,7,3,2153,2,2,3,32,about_to_sleep
1536,718651083,11,4,2461,4,2,5,54,champions
1537,708577308,10,3,1569,4,1,3,34,loyal_customers
1538,813990483,11,2,1662,4,1,2,24,at risk
1539,816319008,9,3,1901,3,1,3,33,need_attention
1540,789627258,9,3,2498,3,2,3,33,need_attention
1541,713346558,10,4,1900,4,1,5,54,champions
1542,708744933,10,4,1859,4,1,5,54,champions
1543,708828258,10,3,1327,4,1,3,34,loyal_customers
1544,713511108,9,4,1397,3,1,5,53,potential_loyalists
1545,710208633,10,2,1773,4,1,2,24,at risk
1546,824165658,11,3,1388,4,1,3,34,loyal_customers
1547,826513233,10,2,2069,4,2,2,24,at risk
1548,788789658,11,4,1471,4,1,5,54,champions
1549,717837858,11,2,2902,4,2,2,24,at risk
1550,709382958,11,4,1017,4,1,5,54,champions
1551,716253858,11,2,1740,4,1,2,24,at risk
1552,713725683,9,2,2614,3,2,2,23,at risk
1553,710364258,10,2,2135,4,2,2,24,at risk
1554,816033783,10,3,2099,4,2,3,34,loyal_customers
1555,715065483,9,3,1914,3,1,3,33,need_attention
1556,718751133,11,4,1670,4,1,5,54,champions
1557,713983308,11,4,1233,4,1,5,54,champions
1558,718418958,10,4,1309,4,1,5,54,champions
1559,779367858,9,3,3014,3,2,3,33,need_attention
1560,711285633,11,3,3306,4,3,3,34,loyal_customers
1561,714974658,11,4,1219,4,1,5,54,champions
1562,716374308,9,2,1897,3,1,2,23,at risk
1563,713416233,10,2,1841,4,1,2,24,at risk
1564,797643708,11,4,1772,4,1,5,54,champions
1565,808292958,10,3,2546,4,2,3,34,loyal_customers
1566,719831958,10,4,1793,4,1,5,54,champions
1567,708860358,10,3,1499,4,1,3,34,loyal_customers
1568,717385983,6,2,1645,1,1,2,21,hibernating
1569,719049033,6,4,2073,1,2,5,51,regular customers
1570,717581658,11,2,1729,4,1,2,24,at risk
1571,714347508,9,3,2423,3,2,3,33,need_attention
1572,803833608,11,3,1322,4,1,3,34,loyal_customers
1573,712576908,10,4,1819,4,1,5,54,champions
1574,778511733,9,2,1634,3,1,2,23,at risk
1575,721464783,10,2,2094,4,2,2,24,at risk
1576,821179233,9,3,1554,3,1,3,33,need_attention
1577,713126733,10,2,1220,4,1,2,24,at risk
1578,719688408,10,3,3530,4,3,3,34,loyal_customers
1579,779811183,11,2,1581,4,1,2,24,at risk
1580,771086208,8,4,1629,3,1,5,53,potential_loyalists
1581,715217733,11,4,2154,4,2,5,54,champions
1582,813752433,10,4,2449,4,2,5,54,champions
1583,711876333,11,4,1312,4,1,5,54,champions
1584,715256658,9,2,3382,3,3,2,23,at risk
1585,711329658,11,4,1925,4,2,5,54,champions
1586,710227908,10,3,2837,4,2,3,34,loyal_customers
1587,716362008,9,2,1744,3,1,2,23,at risk
1588,714939708,11,3,3174,4,2,3,34,loyal_customers
1589,708083283,11,3,992,4,1,3,34,loyal_customers
1590,719431608,11,4,1291,4,1,5,54,champions
1591,769411758,9,4,1518,3,1,5,53,potential_loyalists
1592,714248733,11,2,2272,4,2,2,24,at risk
1593,804481608,9,3,2825,3,2,3,33,need_attention
1594,714631833,10,4,1587,4,1,5,54,champions
1595,769751958,10,4,2235,4,2,5,54,champions
1596,717999183,9,3,2275,3,2,3,33,need_attention
1597,713075283,11,4,1818,4,1,5,54,champions
1598,711561108,11,2,2733,4,2,2,24,at risk
1599,709854483,9,3,2442,3,2,3,33,need_attention
1600,713630733,9,3,2617,3,2,3,33,need_attention
1601,717599283,11,2,1844,4,1,2,24,at risk
1602,806407308,10,3,2047,4,2,3,34,loyal_customers
1603,712730583,10,3,1842,4,1,3,34,loyal_customers
1604,712142733,9,2,2028,3,2,2,23,at risk
1605,720153258,9,3,3095,3,2,3,33,need_attention
1606,814086333,10,4,1685,4,1,5,54,champions
1607,715524708,10,2,1502,4,1,2,24,at risk
1608,713307708,9,2,1541,3,1,2,23,at risk
1609,714069858,9,2,1677,3,1,2,23,at risk
1610,712789383,11,4,2048,4,2,5,54,champions
1611,787983633,11,3,2072,4,2,3,34,loyal_customers
1612,758583708,11,4,1406,4,1,5,54,champions
1613,717130383,9,3,1386,3,1,3,33,need_attention
1614,720770883,9,3,2249,3,2,3,33,need_attention
1615,716797758,10,4,1670,4,1,5,54,champions
1616,713835258,10,3,1561,4,1,3,34,loyal_customers
1617,720677733,9,0,2579,3,2,1,13,at risk
1618,718587858,11,4,1642,4,1,5,54,champions
1619,710263608,10,4,2156,4,2,5,54,champions
1620,715055433,9,4,2004,3,2,5,53,potential_loyalists
1621,715498308,9,4,1575,3,1,5,53,potential_loyalists
1622,708099183,10,2,2732,4,2,2,24,at risk
1623,716452908,10,3,2246,4,2,3,34,loyal_customers
1624,789959283,9,2,1602,3,1,2,23,at risk
1625,713536158,9,2,1597,3,1,2,23,at risk
1626,716750358,11,3,3483,4,3,3,34,loyal_customers
1627,815299833,10,3,2334,4,2,3,34,loyal_customers
1628,721003008,10,2,856,4,1,2,24,at risk
1629,779883933,9,2,1596,3,1,2,23,at risk
1630,716612958,11,3,1830,4,1,3,34,loyal_customers
1631,715859058,9,4,1369,3,1,5,53,potential_loyalists
1632,772031733,11,2,2603,4,2,2,24,at risk
1633,720668358,9,3,1776,3,1,3,33,need_attention
1634,778708533,10,4,869,4,1,5,54,champions
1635,719649408,9,3,1390,3,1,3,33,need_attention
1636,715457658,9,4,1757,3,1,5,53,potential_loyalists
1637,711934308,10,3,3342,4,3,3,34,loyal_customers
1638,781326483,11,2,2457,4,2,2,24,at risk
1639,712557708,10,2,2274,4,2,2,24,at risk
1640,789187908,10,2,1448,4,1,2,24,at risk
1641,773297508,11,3,1544,4,1,3,34,loyal_customers
1642,716529258,9,4,1591,3,1,5,53,potential_loyalists
1643,708242283,9,2,3253,3,3,2,23,at risk
1644,789247458,10,3,2467,4,2,3,34,loyal_customers
1645,717100833,6,2,1401,1,1,2,21,hibernating
1646,716870583,7,3,2853,2,2,3,32,about_to_sleep
1647,719999508,11,2,2438,4,2,2,24,at risk
1648,721236408,9,3,1655,3,1,3,33,need_attention
1649,720122808,8,3,797,3,1,3,33,need_attention
1650,716882658,10,4,2141,4,2,5,54,champions
1651,713734758,10,2,2080,4,2,2,24,at risk
1652,709085358,9,4,2542,3,2,5,53,potential_loyalists
1653,715785933,9,0,1636,3,1,1,13,at risk
1654,717159858,10,2,2319,4,2,2,24,at risk
1655,713259858,11,3,982,4,1,3,34,loyal_customers
1656,787516908,9,3,1880,3,1,3,33,need_attention
1657,711145008,9,2,1325,3,1,2,23,at risk
1658,715013733,9,3,1370,3,1,3,33,need_attention
1659,717098208,10,2,1961,4,2,2,24,at risk
1660,737982408,9,4,2501,3,2,5,53,potential_loyalists
1661,713216883,9,4,2003,3,2,5,53,potential_loyalists
1662,709361058,11,3,1691,4,1,3,34,loyal_customers
1663,710312658,9,3,1456,3,1,3,33,need_attention
1664,773383158,9,4,2743,3,2,5,53,potential_loyalists
1665,716053083,10,4,837,4,1,5,54,champions
1666,717667833,10,3,1877,4,1,3,34,loyal_customers
1667,716998608,9,2,1843,3,1,2,23,at risk
1668,772086408,11,4,1527,4,1,5,54,champions
1669,708597558,8,3,3951,3,3,3,33,need_attention
1670,718011783,9,3,1591,3,1,3,33,need_attention
1671,714360033,11,3,1326,4,1,3,34,loyal_customers
1672,811005858,10,4,2914,4,2,5,54,champions
1673,794485158,11,2,2447,4,2,2,24,at risk
1674,708513183,10,2,3078,4,2,2,24,at risk
1675,719353158,11,3,1238,4,1,3,34,loyal_customers
1676,711436083,9,3,2454,3,2,3,33,need_attention
1677,780374133,9,3,2413,3,2,3,33,need_attention
1678,739117233,9,2,2126,3,2,2,23,at risk
1679,708486033,10,3,1782,4,1,3,34,loyal_customers
1680,795237183,10,4,2041,4,2,5,54,champions
1681,788788758,11,2,2050,4,2,2,24,at risk
1682,709635858,10,3,1229,4,1,3,34,loyal_customers
1683,789701658,10,2,2180,4,2,2,24,at risk
1684,713484483,11,2,2298,4,2,2,24,at risk
1685,711954558,9,4,1333,3,1,5,53,potential_loyalists
1686,712655583,9,2,2036,3,2,2,23,at risk
1687,779686683,9,2,2088,3,2,2,23,at risk
1688,711226758,10,3,2024,4,2,3,34,loyal_customers
1689,713241033,9,3,2405,3,2,3,33,need_attention
1690,788754108,10,4,2608,4,2,5,54,champions
1691,717013383,9,4,2866,3,2,5,53,potential_loyalists
1692,712634133,10,4,1406,4,1,5,54,champions
1693,709537683,8,3,563,3,1,3,33,need_attention
1694,778627983,11,3,1610,4,1,3,34,loyal_customers
1695,720241758,11,3,1409,4,1,3,34,loyal_customers
1696,720814233,9,3,1485,3,1,3,33,need_attention
1697,785080308,9,3,2344,3,2,3,33,need_attention
1698,713358633,11,2,2768,4,2,2,24,at risk
1699,720392433,6,2,1869,1,1,2,21,hibernating
1700,720282558,10,4,2873,4,2,5,54,champions
1701,821370858,9,4,1734,3,1,5,53,potential_loyalists
1702,799249833,11,4,2858,4,2,5,54,champions
1703,713016633,9,2,1984,3,2,2,23,at risk
1704,814471983,9,3,1537,3,1,3,33,need_attention
1705,779612808,10,4,1263,4,1,5,54,champions
1706,716692683,11,3,2318,4,2,3,34,loyal_customers
1707,790145733,9,4,1112,3,1,5,53,potential_loyalists
1708,716038533,11,2,1438,4,1,2,24,at risk
1709,714421233,9,4,1292,3,1,5,53,potential_loyalists
1710,709783908,9,2,1924,3,2,2,23,at risk
1711,812788233,11,4,2205,4,2,5,54,champions
1712,772452783,11,2,1774,4,1,2,24,at risk
1713,714002658,8,2,1413,3,1,2,23,at risk
1714,713464983,9,4,3479,3,3,5,53,potential_loyalists
1715,713910108,10,3,1646,4,1,3,34,loyal_customers
1716,808169358,9,4,1683,3,1,5,53,potential_loyalists
1717,714013083,10,4,1420,4,1,5,54,champions
1718,715381533,10,3,2451,4,2,3,34,loyal_customers
1719,717678408,10,4,2066,4,2,5,54,champions
1720,719143308,8,3,2805,3,2,3,33,need_attention
1721,711509658,12,4,1088,5,1,5,55,champions
1722,757481283,9,4,1931,3,2,5,53,potential_loyalists
1723,808681158,6,4,1343,1,1,5,51,regular customers
1724,718867683,9,4,1613,3,1,5,53,potential_loyalists
1725,714618333,10,4,1402,4,1,5,54,champions
1726,794562783,9,2,2534,3,2,2,23,at risk
1727,708208758,9,2,2199,3,2,2,23,at risk
1728,794504658,9,0,1562,3,1,1,13,at risk
1729,714772758,10,4,1851,4,1,5,54,champions
1730,713830233,9,2,1831,3,1,2,23,at risk
1731,713577483,9,4,1570,3,1,5,53,potential_loyalists
1732,814513008,9,3,1735,3,1,3,33,need_attention
1733,712765158,9,3,2386,3,2,3,33,need_attention
1734,714411108,10,3,2790,4,2,3,34,loyal_customers
1735,720231108,8,3,3031,3,2,3,33,need_attention
1736,709035708,10,3,1819,4,1,3,34,loyal_customers
1737,720662508,9,2,1972,3,2,2,23,at risk
1738,708623283,9,2,2084,3,2,2,23,at risk
1739,813247083,9,2,1357,3,1,2,23,at risk
1740,780078333,10,2,1193,4,1,2,24,at risk
1741,811915383,10,2,2530,4,2,2,24,at risk
1742,719818983,9,4,1195,3,1,5,53,potential_loyalists
1743,716349183,10,3,2160,4,2,3,34,loyal_customers
1744,710067183,10,3,2074,4,2,3,34,loyal_customers
1745,771234558,9,2,2213,3,2,2,23,at risk
1746,820288233,9,4,2731,3,2,5,53,potential_loyalists
1747,717511533,10,4,2950,4,2,5,54,champions
1748,711642108,10,2,2572,4,2,2,24,at risk
1749,712495233,9,2,2411,3,2,2,23,at risk
1750,718484283,11,4,1409,4,1,5,54,champions
1751,717413658,10,2,1987,4,2,2,24,at risk
1752,804668658,10,4,947,4,1,5,54,champions
1753,715934283,9,2,3046,3,2,2,23,at risk
1754,717499083,11,2,3013,4,2,2,24,at risk
1755,715279683,11,4,1679,4,1,5,54,champions
1756,718971333,9,2,2342,3,2,2,23,at risk
1757,709219533,11,0,1359,4,1,1,14,at risk
1758,709150608,11,4,2632,4,2,5,54,champions
1759,788259558,9,4,1430,3,1,5,53,potential_loyalists
1760,802464033,9,3,1877,3,1,3,33,need_attention
1761,712757808,10,4,1731,4,1,5,54,champions
1762,714457083,9,2,1332,3,1,2,23,at risk
1763,713413758,9,3,2270,3,2,3,33,need_attention
1764,708741633,9,4,1771,3,1,5,53,potential_loyalists
1765,714043833,10,4,3016,4,2,5,54,champions
1766,789577833,11,4,969,4,1,5,54,champions
1767,787570758,9,4,2070,3,2,5,53,potential_loyalists
1768,720371733,9,2,1395,3,1,2,23,at risk
1769,819117183,10,4,2169,4,2,5,54,champions
1770,711776433,10,2,2574,4,2,2,24,at risk
1771,709583133,9,3,1627,3,1,3,33,need_attention
1772,719521983,9,3,1592,3,1,3,33,need_attention
1773,718415133,11,3,1601,4,1,3,34,loyal_customers
1774,710594358,9,4,2560,3,2,5,53,potential_loyalists
1775,709730508,9,3,4563,3,4,3,33,need_attention
1776,720462633,10,3,1827,4,1,3,34,loyal_customers
1777,715005558,10,2,2472,4,2,2,24,at risk
1778,779993208,9,3,1475,3,1,3,33,need_attention
1779,787543008,9,4,2349,3,2,5,53,potential_loyalists
1780,743265108,11,4,2477,4,2,5,54,champions
1781,713770383,8,4,2775,3,2,5,53,potential_loyalists
1782,712392108,10,4,1451,4,1,5,54,champions
1783,720145683,10,2,1617,4,1,2,24,at risk
1784,714832383,10,3,2949,4,2,3,34,loyal_customers
1785,772706283,9,4,1585,3,1,5,53,potential_loyalists
1786,795920358,10,3,2679,4,2,3,34,loyal_customers
1787,716277558,9,4,1779,3,1,5,53,potential_loyalists
1788,764776833,9,2,1523,3,1,2,23,at risk
1789,710795883,11,4,2758,4,2,5,54,champions
1790,710428308,11,4,1910,4,1,5,54,champions
1791,721096983,9,4,2616,3,2,5,53,potential_loyalists
1792,715760733,9,4,1199,3,1,5,53,potential_loyalists
1793,718227033,11,2,2565,4,2,2,24,at risk
1794,720610008,7,4,1339,2,1,5,52,potential_loyalists
1795,719517258,9,4,3676,3,3,5,53,potential_loyalists
1796,714111333,11,3,1910,4,1,3,34,loyal_customers
1797,717551358,11,4,2279,4,2,5,54,champions
1798,813573333,11,4,1354,4,1,5,54,champions
1799,711709683,11,4,1999,4,2,5,54,champions
1800,712902483,10,2,1895,4,1,2,24,at risk
1801,710893533,11,4,1570,4,1,5,54,champions
1802,719883858,11,0,1258,4,1,1,14,at risk
1803,719628033,9,3,2475,3,2,3,33,need_attention
1804,712043433,10,2,1213,4,1,2,24,at risk
1805,769095558,10,2,1755,4,1,2,24,at risk
1806,816094233,10,2,1692,4,1,2,24,at risk
1807,758417508,9,4,3313,3,3,5,53,potential_loyalists
1808,721234308,10,3,2820,4,2,3,34,loyal_customers
1809,717138558,11,3,1813,4,1,3,34,loyal_customers
1810,798120858,10,2,2555,4,2,2,24,at risk
1811,709997958,9,4,2133,3,2,5,53,potential_loyalists
1812,712617408,9,3,2566,3,2,3,33,need_attention
1813,720158208,9,2,2058,3,2,2,23,at risk
1814,716548083,11,4,2593,4,2,5,54,champions
1815,717631008,11,2,1886,4,1,2,24,at risk
1816,813964383,11,3,2568,4,2,3,34,loyal_customers
1817,719952408,9,2,1870,3,1,2,23,at risk
1818,771028533,11,3,911,4,1,3,34,loyal_customers
1819,771823308,11,4,1896,4,1,5,54,champions
1820,719854008,6,2,1694,1,1,2,21,hibernating
1821,713998233,10,4,2780,4,2,5,54,champions
1822,714746358,11,2,2234,4,2,2,24,at risk
1823,713574708,10,2,3124,4,2,2,24,at risk
1824,714753258,10,4,2966,4,2,5,54,champions
1825,712004208,9,2,1973,3,2,2,23,at risk
1826,719621958,10,3,1720,4,1,3,34,loyal_customers
1827,819610908,8,4,1137,3,1,5,53,potential_loyalists
1828,823948308,10,4,1727,4,1,5,54,champions
1829,712064358,9,4,1999,3,2,5,53,potential_loyalists
1830,816013383,6,3,1712,1,1,3,31,about_to_sleep
1831,758765808,9,4,1802,3,1,5,53,potential_loyalists
1832,780881358,9,2,2551,3,2,2,23,at risk
1833,709422183,10,2,1788,4,1,2,24,at risk
1834,779951058,10,4,1908,4,1,5,54,champions
1835,809941233,11,3,1377,4,1,3,34,loyal_customers
1836,710844408,9,2,1843,3,1,2,23,at risk
1837,819002508,11,2,2563,4,2,2,24,at risk
1838,807141183,9,2,1930,3,2,2,23,at risk
1839,711119358,11,2,2460,4,2,2,24,at risk
1840,808273533,8,3,2054,3,2,3,33,need_attention
1841,716297658,11,4,2405,4,2,5,54,champions
1842,716532258,9,2,3291,3,3,2,23,at risk
1843,720540708,10,4,1197,4,1,5,54,champions
1844,720904233,9,2,1158,3,1,2,23,at risk
1845,720863133,9,4,1855,3,1,5,53,potential_loyalists
1846,714957108,11,3,3133,4,2,3,34,loyal_customers
1847,790102008,11,3,3305,4,3,3,34,loyal_customers
1848,781933983,9,4,2970,3,2,5,53,potential_loyalists
1849,712643358,10,4,1335,4,1,5,54,champions
1850,716686158,10,3,1621,4,1,3,34,loyal_customers
1851,806894133,11,4,2546,4,2,5,54,champions
1852,721344858,8,4,2192,3,2,5,53,potential_loyalists
1853,813230208,9,3,4686,3,4,3,33,need_attention
1854,716835033,9,2,1836,3,1,2,23,at risk
1855,787500333,11,3,2030,4,2,3,34,loyal_customers
1856,768582033,9,4,3902,3,3,5,53,potential_loyalists
1857,713992158,11,2,1353,4,1,2,24,at risk
1858,719916408,10,2,1850,4,1,2,24,at risk
1859,789433758,9,2,1715,3,1,2,23,at risk
1860,785011383,9,4,1412,3,1,5,53,potential_loyalists
1861,719283633,10,3,1325,4,1,3,34,loyal_customers
1862,710816358,9,2,2523,3,2,2,23,at risk
1863,779653458,9,3,2323,3,2,3,33,need_attention
1864,716382708,8,3,1165,3,1,3,33,need_attention
1865,710387583,11,4,1018,4,1,5,54,champions
1866,718772133,9,3,1484,3,1,3,33,need_attention
1867,711224733,9,4,695,3,1,5,53,potential_loyalists
1868,718360083,9,2,2443,3,2,2,23,at risk
1869,716102583,11,3,1959,4,2,3,34,loyal_customers
1870,720673008,9,4,1771,3,1,5,53,potential_loyalists
1871,708459633,11,3,1604,4,1,3,34,loyal_customers
1872,712868733,11,2,1562,4,1,2,24,at risk
1873,713790708,10,3,2269,4,2,3,34,loyal_customers
1874,717648783,10,3,1449,4,1,3,34,loyal_customers
1875,714709983,10,4,1665,4,1,5,54,champions
1876,819409608,9,4,1457,3,1,5,53,potential_loyalists
1877,717585858,10,4,2795,4,2,5,54,champions
1878,791856033,8,4,1041,3,1,5,53,potential_loyalists
1879,714474483,10,2,2005,4,2,2,24,at risk
1880,716448783,8,3,1225,3,1,3,33,need_attention
1881,711065133,10,4,2099,4,2,5,54,champions
1882,713769258,10,3,2547,4,2,3,34,loyal_customers
1883,712288158,9,2,2864,3,2,2,23,at risk
1884,714130233,9,2,1602,3,1,2,23,at risk
1885,789127533,10,2,3013,4,2,2,24,at risk
1886,717038733,9,3,1324,3,1,3,33,need_attention
1887,804840033,6,4,1960,1,2,5,51,regular customers
1888,709363383,8,2,2652,3,2,2,23,at risk
1889,789760233,9,3,2435,3,2,3,33,need_attention
1890,712058958,9,4,2744,3,2,5,53,potential_loyalists
1891,708295533,9,2,1215,3,1,2,23,at risk
1892,817686633,10,4,2856,4,2,5,54,champions
1893,713738883,10,3,1260,4,1,3,34,loyal_customers
1894,721310283,10,4,1804,4,1,5,54,champions
1895,803132733,9,2,1339,3,1,2,23,at risk
1896,779852133,10,4,3093,4,2,5,54,champions
1897,716210283,9,4,1618,3,1,5,53,potential_loyalists
1898,711615933,9,2,1013,3,1,2,23,at risk
1899,785311158,11,4,3328,4,3,5,54,champions
1900,717267108,9,2,2061,3,2,2,23,at risk
1901,711636558,9,4,1567,3,1,5,53,potential_loyalists
1902,717504258,11,4,1573,4,1,5,54,champions
1903,718242333,9,2,2568,3,2,2,23,at risk
1904,771844458,11,2,1804,4,1,2,24,at risk
1905,708892833,8,4,725,3,1,5,53,potential_loyalists
1906,779465358,9,3,2243,3,2,3,33,need_attention
1907,720191883,9,3,1236,3,1,3,33,need_attention
1908,710934033,11,4,2169,4,2,5,54,champions
1909,714473658,10,2,1488,4,1,2,24,at risk
1910,716569983,11,2,1765,4,1,2,24,at risk
1911,789833583,10,4,1476,4,1,5,54,champions
1912,818923158,10,4,1275,4,1,5,54,champions
1913,716596308,10,3,1872,4,1,3,34,loyal_customers
1914,716620458,10,3,2439,4,2,3,34,loyal_customers
1915,710251608,9,4,1453,3,1,5,53,potential_loyalists
1916,710633808,9,3,2411,3,2,3,33,need_attention
1917,719318583,9,4,862,3,1,5,53,potential_loyalists
1918,819202533,10,3,1306,4,1,3,34,loyal_customers
1919,827360883,9,2,1593,3,1,2,23,at risk
1920,771196083,9,3,1837,3,1,3,33,need_attention
1921,809962908,9,4,1909,3,1,5,53,potential_loyalists
1922,788965683,9,3,2170,3,2,3,33,need_attention
1923,817142433,9,4,1725,3,1,5,53,potential_loyalists
1924,716993058,10,3,4291,4,4,3,34,loyal_customers
1925,771040758,11,2,3703,4,3,2,24,at risk
1926,713309583,9,4,2177,3,2,5,53,potential_loyalists
1927,710273658,10,3,2883,4,2,3,34,loyal_customers
1928,771429408,9,2,1515,3,1,2,23,at risk
1929,719452308,10,3,2048,4,2,3,34,loyal_customers
1930,818908833,10,2,2038,4,2,2,24,at risk
1931,780998133,8,4,1980,3,2,5,53,potential_loyalists
1932,801726933,9,3,1899,3,1,3,33,need_attention
1933,788474658,10,4,1842,4,1,5,54,champions
1934,708438033,9,4,2617,3,2,5,53,potential_loyalists
1935,710562258,8,3,3407,3,3,3,33,need_attention
1936,770764908,10,3,1765,4,1,3,34,loyal_customers
1937,814776033,11,3,2650,4,2,3,34,loyal_customers
1938,715057383,9,4,3891,3,3,5,53,potential_loyalists
1939,717970158,9,2,3942,3,3,2,23,at risk
1940,715168008,10,3,2398,4,2,3,34,loyal_customers
1941,720802833,10,3,2692,4,2,3,34,loyal_customers
1942,789370383,10,2,1346,4,1,2,24,at risk
1943,711782733,9,2,1390,3,1,2,23,at risk
1944,709000008,10,2,2073,4,2,2,24,at risk
1945,719381733,10,3,3994,4,3,3,34,loyal_customers
1946,771169458,9,0,1723,3,1,1,13,at risk
1947,709974108,9,3,3116,3,2,3,33,need_attention
1948,757024233,11,4,2555,4,2,5,54,champions
1949,768928833,10,4,2717,4,2,5,54,champions
1950,720504633,10,3,967,4,1,3,34,loyal_customers
1951,812441358,9,2,2660,3,2,2,23,at risk
1952,713287608,8,4,2412,3,2,5,53,potential_loyalists
1953,711357858,9,4,777,3,1,5,53,potential_loyalists
1954,715478733,8,4,2292,3,2,5,53,potential_loyalists
1955,780382008,9,2,3774,3,3,2,23,at risk
1956,715749858,11,3,1723,4,1,3,34,loyal_customers
1957,710951808,9,3,1668,3,1,3,33,need_attention
1958,713469333,10,4,1777,4,1,5,54,champions
1959,719243808,10,4,1888,4,1,5,54,champions
1960,772202058,9,4,1597,3,1,5,53,potential_loyalists
1961,711346383,9,3,2804,3,2,3,33,need_attention
1962,711405333,10,2,1651,4,1,2,24,at risk
1963,778407033,9,4,2367,3,2,5,53,potential_loyalists
1964,714862083,8,3,3386,3,3,3,33,need_attention
1965,711199008,10,2,2399,4,2,2,24,at risk
1966,709858533,11,2,2320,4,2,2,24,at risk
1967,718627458,8,2,2119,3,2,2,23,at risk
1968,711816108,10,4,2395,4,2,5,54,champions
1969,717105258,9,3,2181,3,2,3,33,need_attention
1970,715822008,10,2,1913,4,1,2,24,at risk
1971,714971583,9,2,3063,3,2,2,23,at risk
1972,713663508,10,3,1088,4,1,3,34,loyal_customers
1973,709025583,9,3,1138,3,1,3,33,need_attention
